,date,IBM_open,IBM_high,IBM_low,IBM_close,IBM_volume,NASDAQ_open,NASDAQ_high,NASDAQ_low,NASDAQ_close,NASDAQ_Adj_close,NASDAQ_volume,SP_close,SP_Volume,SP_Open,SP_High,SP_low,interest_rate,gdp,yield_rate
37,2012-02-07,128.3401,129.4671,128.02,128.9403,3433000.0,2895.909912,2910.27002,2885.169922,2904.080078,2904.080078,1784580000.0,1347.05,--,1344.33,1349.24,1335.92,2.21,16068.824,2.00
38,2012-02-08,129.0599,129.5955,128.357,129.1737,3803800.0,2906.590088,2918.26001,2892.709961,2915.860107,2915.860107,1981150000.0,1349.96,--,1347.04,1351.0,1341.95,2.22,16068.824,2.01
39,2012-02-09,129.2273,130.1846,128.9059,129.2942,3876400.0,2922.459961,2930.679932,2904.51001,2927.22998,2927.22998,2153090000.0,1351.95,--,1349.97,1354.32,1344.63,2.21,16068.824,2.04
40,2012-02-10,128.3771,128.8256,128.0557,128.8189,3391100.0,2902.0,2910.97998,2895.100098,2903.879883,2903.879883,1787640000.0,1342.64,--,1351.21,1351.21,1337.35,2.20,16068.824,1.96
41,2012-02-11,,,,,,,,,,,,,,,,,,16068.824,
42,2012-02-12,,,,,,,,,,,,,,,,,,16068.824,
43,2012-02-13,129.4147,129.6691,128.3637,128.9528,2458800.0,2926.209961,2933.929932,2913.889893,2931.389893,2931.389893,1619980000.0,1351.77,--,1343.06,1353.35,1343.06,2.21,16068.824,1.99
44,2012-02-14,128.3771,128.9394,127.7551,128.685,3398100.0,2921.699951,2932.080078,2911.600098,2931.830078,2931.830078,1881630000.0,1350.5,--,1351.3,1351.3,1340.83,2.19,16068.824,1.92
45,2012-02-15,128.7453,129.5018,128.0423,128.7051,4020900.0,2943.419922,2958.189941,2911.330078,2915.830078,2915.830078,2038980000.0,1343.23,--,1350.52,1355.87,1340.8,2.19,16068.824,1.93
46,2012-02-16,128.9461,129.3746,128.5377,129.2206,3525500.0,2915.669922,2961.379883,2912.719971,2959.850098,2959.850098,1945230000.0,1358.04,--,1342.61,1359.02,1341.22,2.23,16068.824,1.99
47,2012-02-17,129.6825,129.7829,128.7386,129.4884,3746500.0,2958.219971,2962.780029,2941.550049,2951.780029,2951.780029,1973900000.0,1361.23,--,1358.06,1363.4,1357.24,2.24,16068.824,2.01
48,2012-02-18,,,,,,,,,,,,,,,,,,16068.824,
49,2012-02-19,,,,,,,,,,,,,,,,,,16068.824,
50,2012-02-20,,,,,,,,,,,,1361.23,--,0.0,0.0,0.0,.,16068.824,.
51,2012-02-21,129.6959,130.0373,128.8457,129.4683,3293600.0,2957.300049,2965.050049,2934.070068,2948.570068,2948.570068,1821540000.0,1362.21,--,1361.22,1367.76,1358.11,2.27,16068.824,2.05
52,2012-02-22,129.2273,130.3721,129.0398,129.7896,3275800.0,2942.77002,2950.370117,2929.679932,2933.169922,2933.169922,1706310000.0,1357.66,--,1362.11,1362.7,1355.53,2.28,16068.824,2.01
53,2012-02-23,129.7896,133.378,129.3946,132.2934,8032700.0,2933.159912,2958.419922,2922.959961,2956.97998,2956.97998,1768390000.0,1363.46,--,1355.13,1364.24,1352.67,2.29,16068.824,1.99
54,2012-02-24,132.8089,132.9294,131.624,132.3939,3353200.0,2963.129883,2970.879883,2958.820068,2963.75,2963.75,1643180000.0,1365.74,--,1363.46,1368.92,1363.46,2.27,16068.824,1.98
55,2012-02-25,,,,,,,,,,,,,,,,,,16068.824,
56,2012-02-26,,,,,,,,,,,,,,,,,,16068.824,
57,2012-02-27,131.7378,133.0299,131.2825,132.2399,3758400.0,2945.870117,2976.080078,2933.300049,2966.159912,2966.159912,1763650000.0,1367.59,--,1365.2,1371.94,1354.92,2.24,16068.824,1.92
58,2012-02-28,132.3872,133.1972,132.1744,132.5411,3167400.0,2969.25,2988.590088,2966.610107,2986.76001,2986.76001,1812490000.0,1372.18,--,1367.56,1373.09,1365.97,2.25,16068.824,1.94
59,2012-02-29,132.4608,133.3378,131.5169,131.7043,5117100.0,2991.669922,3000.110107,2961.77002,2966.889893,2966.889893,2170190000.0,1365.68,--,1372.2,1378.04,1363.81,2.26,16068.824,1.98
60,2012-03-01,132.039,132.8692,131.8382,132.2399,3560300.0,2979.110107,2996.370117,2974.590088,2988.969971,2988.969971,1903690000.0,1374.09,--,1365.9,1376.17,1365.9,2.26,16068.824,2.03
61,2012-03-02,131.952,133.1504,131.9252,133.0968,3727400.0,2986.080078,2995.969971,2968.0,2976.189941,2976.189941,1755130000.0,1369.63,--,1374.09,1374.53,1366.42,2.23,16068.824,1.99
62,2012-03-03,,,,,,,,,,,,,,,,,,16068.824,
63,2012-03-04,,,,,,,,,,,,,,,,,,16068.824,
64,2012-03-05,132.7955,134.6901,132.7554,134.3353,6938000.0,2969.72998,2973.929932,2940.52002,2950.47998,2950.47998,1679030000.0,1364.33,--,1369.59,1369.59,1359.13,2.20,16068.824,2.00
65,2012-03-06,133.3177,133.6525,131.7592,132.0591,5214700.0,2917.52002,2921.77002,2900.280029,2910.320068,2910.320068,1870720000.0,1343.36,--,1363.63,1363.63,1340.03,2.17,16068.824,1.96
66,2012-03-07,132.6148,132.9361,132.0926,132.4006,3346900.0,2922.570068,2940.280029,2920.540039,2935.689941,2935.689941,1589360000.0,1352.63,--,1343.39,1354.85,1343.39,2.20,16068.824,1.98
67,2012-03-08,133.3847,133.8868,132.9897,133.7663,3145800.0,2954.399902,2976.050049,2945.72998,2970.419922,2970.419922,1619740000.0,1365.91,--,1352.65,1368.72,1352.65,2.24,16068.824,2.03
68,2012-03-09,133.8801,134.6299,133.706,134.3085,3178200.0,2975.090088,2993.97998,2973.959961,2988.340088,2988.340088,1580560000.0,1370.87,--,1365.97,1374.76,1365.97,2.28,16068.824,2.04
69,2012-03-10,,,,,,,,,,,,,,,,,,16068.824,
70,2012-03-11,,,,,,,,,,,,,,,,,,16068.824,
71,2012-03-12,134.5161,134.9445,134.0474,134.5629,3119700.0,2989.050049,2994.100098,2973.649902,2983.659912,2983.659912,1341660000.0,1371.09,--,1370.78,1373.04,1366.69,2.28,16068.824,2.04
72,2012-03-13,135.0449,136.5044,134.9718,136.4241,4866000.0,3003.709961,3039.889893,2996.459961,3039.879883,3039.879883,1709900000.0,1395.95,--,1371.92,1396.13,1371.92,2.34,16068.824,2.14
73,2012-03-14,136.4241,137.3412,136.3303,137.0534,4602300.0,3042.209961,3051.370117,3024.72998,3040.72998,3040.72998,1662300000.0,1394.28,--,1395.95,1399.42,1389.97,2.36,16068.824,2.29
74,2012-03-15,137.2006,138.0308,137.0667,137.9103,3621100.0,3048.580078,3059.810059,3037.820068,3056.370117,3056.370117,1677540000.0,1402.6,--,1394.17,1402.63,1392.78,2.37,16068.824,2.29
75,2012-03-16,138.5998,138.9279,137.917,137.917,9637000.0,3058.48999,3060.820068,3047.689941,3055.26001,3055.26001,2088610000.0,1404.17,--,1402.55,1405.88,1401.47,2.40,16068.824,2.31
76,2012-03-17,,,,,,,,,,,,,,,,,,16068.824,
77,2012-03-18,,,,,,,,,,,,,,,,,,16068.824,
78,2012-03-19,137.7161,138.2651,136.9061,137.7228,3763200.0,3057.23999,3087.100098,3050.889893,3078.320068,3078.320068,1548400000.0,1409.75,--,1404.17,1414.0,1402.43,2.42,16068.824,2.39
79,2012-03-20,137.0667,137.2408,136.3718,136.7387,3695100.0,3060.929932,3078.719971,3050.820068,3074.149902,3074.149902,1508580000.0,1405.52,--,1409.59,1409.59,1397.68,2.42,16068.824,2.38
80,2012-03-21,136.7856,137.7563,136.7722,137.0333,3329900.0,3077.439941,3090.080078,3069.090088,3075.320068,3075.320068,1552400000.0,1402.89,--,1405.52,1407.75,1400.64,2.39,16068.824,2.31
81,2012-03-22,136.5713,137.9036,136.5446,137.5688,3307800.0,3055.0,3068.5,3050.699951,3063.320068,3063.320068,1524800000.0,1392.78,--,1402.89,1402.89,1388.73,2.37,16068.824,2.29
82,2012-03-23,137.8366,137.8835,136.9462,137.5621,3036200.0,3066.370117,3070.929932,3044.669922,3067.919922,3067.919922,1428940000.0,1397.11,--,1392.78,1399.18,1386.87,2.36,16068.824,2.25
83,2012-03-24,,,,,,,,,,,,,,,,,,16068.824,
84,2012-03-25,,,,,,,,,,,,,,,,,,16068.824,
85,2012-03-26,138.2115,139.1956,138.1245,139.0952,3418200.0,3090.52002,3122.570068,3090.050049,3122.570068,3122.570068,1627520000.0,1416.51,--,1397.11,1416.58,1397.11,2.34,16068.824,2.26
86,2012-03-27,139.5572,139.6911,138.5797,138.7002,2704500.0,3124.060059,3134.169922,3119.030029,3120.350098,3120.350098,1662460000.0,1412.52,--,1416.55,1419.15,1411.95,2.33,16068.824,2.20
87,2012-03-28,138.8743,139.7111,138.091,138.7739,3265700.0,3123.840088,3130.560059,3086.929932,3104.959961,3104.959961,1765680000.0,1405.54,--,1412.52,1413.65,1397.2,2.32,16068.824,2.21
88,2012-03-29,137.9705,139.5839,137.9237,139.43,3403700.0,3087.25,3099.800049,3069.810059,3095.360107,3095.360107,1756160000.0,1403.28,--,1405.39,1405.39,1391.56,2.31,16068.824,2.18
89,2012-03-30,139.7446,139.999,139.2572,139.6844,3215200.0,3110.969971,3111.550049,3079.050049,3091.570068,3091.570068,1833130000.0,1408.47,--,1403.31,1410.89,1401.42,2.32,16068.824,2.23
90,2012-03-31,,,,,,,,,,,,,,,,,,16068.824,
91,2012-04-01,,,,,,,,,,,,,,,,,,16207.13,
92,2012-04-02,139.8919,140.3806,139.3095,140.2333,3387900.0,3085.939941,3123.030029,3079.780029,3119.699951,3119.699951,1768210000.0,1419.04,--,1408.47,1422.38,1404.46,2.36,16207.13,2.22
93,2012-04-03,140.1262,141.0501,139.6107,140.2534,4091500.0,3119.649902,3128.25,3097.409912,3113.570068,3113.570068,1804950000.0,1413.38,--,1418.98,1419.0,1404.62,2.36,16207.13,2.30
94,2012-04-04,138.0576,138.5665,137.368,137.9437,4404000.0,3085.459961,3086.350098,3052.580078,3068.090088,3068.090088,1813150000.0,1398.96,--,1413.09,1413.09,1394.09,2.30,16207.13,2.25
95,2012-04-05,137.3412,137.696,136.8793,137.5555,3809000.0,3061.75,3083.379883,3061.139893,3080.5,3080.5,1548040000.0,1398.08,--,1398.79,1401.6,1392.92,2.27,16207.13,2.19
96,2012-04-06,,,,,,,,,,,,1398.08,--,0.0,0.0,0.0,2.23,16207.13,2.07
97,2012-04-07,,,,,,,,,,,,,,,,,,16207.13,
98,2012-04-08,,,,,,,,,,,,,,,,,,16207.13,
99,2012-04-09,136.8391,138.0241,136.1496,137.2006,3326900.0,3037.280029,3058.76001,3032.219971,3047.080078,3047.080078,1371140000.0,1382.2,--,1397.45,1397.45,1378.24,2.23,16207.13,2.06
100,2012-04-10,137.2006,137.7362,135.3462,135.4533,4132900.0,3044.669922,3055.199951,2987.0,2991.219971,2991.219971,1953600000.0,1358.59,--,1382.18,1383.01,1357.38,2.25,16207.13,2.01
101,2012-04-11,136.5646,136.7856,135.5399,135.6207,3366200.0,3020.149902,3030.51001,3008.75,3016.459961,3016.459961,1540890000.0,1368.71,--,1358.98,1374.71,1358.98,2.30,16207.13,2.05
102,2012-04-12,135.768,137.6157,135.6609,137.455,2929600.0,3023.110107,3059.26001,3020.439941,3055.550049,3055.550049,1480340000.0,1387.57,--,1368.77,1388.13,1368.77,2.30,16207.13,2.08
103,2012-04-13,136.7856,137.0064,135.768,135.768,3767000.0,3045.080078,3045.419922,3010.77002,3011.330078,3011.330078,1483850000.0,1370.26,--,1387.61,1387.61,1369.85,2.27,16207.13,2.02
104,2012-04-14,,,,,,,,,,,,,,,,,,16207.13,
105,2012-04-15,,,,,,,,,,,,,,,,,,16207.13,
106,2012-04-16,137.0667,137.8902,135.7144,135.7144,3826600.0,3027.570068,3027.570068,2975.870117,2988.399902,2988.399902,1594320000.0,1369.57,--,1370.27,1379.66,1365.38,2.26,16207.13,2.00
107,2012-04-17,136.9529,139.0082,136.6718,138.881,6065500.0,3002.02002,3052.76001,2999.48999,3042.820068,3042.820068,1555070000.0,1390.78,--,1369.57,1392.76,1369.57,2.29,16207.13,2.03
108,2012-04-18,135.5203,136.6182,133.8935,133.9805,10153500.0,3031.820068,3045.040039,3023.909912,3031.449951,3031.449951,1599470000.0,1385.14,--,1390.78,1390.78,1383.29,2.26,16207.13,2.00
109,2012-04-19,133.9136,134.737,132.2339,133.5654,5762900.0,3028.199951,3058.719971,2994.939941,3007.560059,3007.560059,1991120000.0,1376.92,--,1385.08,1390.46,1370.3,2.19,16207.13,1.98
110,2012-04-20,133.7797,133.9738,133.2843,133.6257,4758200.0,3023.72998,3034.689941,2999.01001,3000.449951,3000.449951,1935880000.0,1378.53,--,1376.96,1387.4,1376.96,2.23,16207.13,1.99
111,2012-04-21,,,,,,,,,,,,,,,,,,16207.13,
112,2012-04-22,,,,,,,,,,,,,,,,,,16207.13,
113,2012-04-23,132.4809,133.2909,131.7451,132.9696,3618800.0,2969.0,2973.379883,2946.040039,2970.449951,2970.449951,1767360000.0,1366.94,--,1378.53,1378.53,1358.79,2.22,16207.13,1.96
114,2012-04-24,133.2642,135.5537,133.137,133.8935,5626300.0,2967.370117,2979.080078,2950.379883,2961.600098,2961.600098,1690840000.0,1371.97,--,1366.97,1375.57,1366.82,2.25,16207.13,2.00
115,2012-04-25,135.2458,136.3638,135.0985,136.2835,4003400.0,3013.649902,3031.409912,3010.570068,3029.629883,3029.629883,1721330000.0,1390.69,--,1372.11,1391.37,1372.11,2.25,16207.13,2.01
116,2012-04-26,136.1697,138.0509,136.1697,137.6291,3302700.0,3029.620117,3056.77002,3027.790039,3050.610107,3050.610107,1763510000.0,1399.98,--,1390.64,1402.09,1387.28,2.27,16207.13,1.98
117,2012-04-27,138.2249,139.363,137.85,138.4525,3496900.0,3060.340088,3076.439941,3043.300049,3069.199951,3069.199951,1777750000.0,1403.36,--,1400.19,1406.64,1397.31,2.26,16207.13,1.96
118,2012-04-28,,,,,,,,,,,,,,,,,,16207.13,
119,2012-04-29,,,,,,,,,,,,,,,,,,16207.13,
120,2012-04-30,138.3856,139.2224,138.1245,138.6333,2773200.0,3060.060059,3063.659912,3043.25,3046.360107,3046.360107,1633170000.0,1397.91,--,1403.26,1403.26,1394.0,2.25,16207.13,1.95
121,2012-05-01,138.7002,139.8711,138.3856,139.2492,2715900.0,3044.790039,3085.399902,3041.620117,3050.439941,3050.439941,1854230000.0,1405.82,--,1397.86,1415.32,1395.73,2.26,16207.13,1.98
122,2012-05-02,138.5597,139.43,138.5195,139.2894,2360300.0,3035.070068,3061.469971,3028.939941,3059.850098,3059.850098,1825190000.0,1402.31,--,1405.5,1405.5,1393.92,2.24,16207.13,1.96
123,2012-05-03,139.43,139.8651,138.2785,138.7404,2826600.0,3061.129883,3061.379883,3016.199951,3024.300049,3024.300049,1869130000.0,1391.57,--,1402.32,1403.07,1388.71,2.23,16207.13,1.96
124,2012-05-04,138.2249,138.6534,136.8391,137.2341,4023600.0,3001.149902,3001.47998,2956.340088,2956.340088,2956.340088,1944010000.0,1369.1,--,1391.51,1391.51,1367.96,2.21,16207.13,1.91
125,2012-05-05,,,,,,,,,,,,,,,,,,16207.13,
126,2012-05-06,,,,,,,,,,,,,,,,,,16207.13,
127,2012-05-07,136.5446,137.0868,135.8349,136.404,3373400.0,2940.409912,2970.199951,2939.209961,2957.76001,2957.76001,1740430000.0,1369.58,--,1368.79,1373.91,1363.94,2.19,16207.13,1.92
128,2012-05-08,136.0987,136.5155,134.2687,135.4533,3881500.0,2939.360107,2952.649902,2900.060059,2946.27002,2946.27002,2175840000.0,1363.72,--,1369.16,1369.16,1347.75,2.16,16207.13,1.88
129,2012-05-09,134.4516,136.4752,133.8264,135.2853,3742500.0,2912.409912,2948.77002,2900.179932,2934.709961,2934.709961,2047090000.0,1354.58,--,1363.2,1363.73,1343.13,2.14,16207.13,1.87
130,2012-05-10,135.1306,136.6433,134.4718,134.8617,3830500.0,2950.209961,2950.209961,2923.139893,2933.639893,2933.639893,2004150000.0,1357.99,--,1354.58,1365.88,1354.58,2.14,16207.13,1.89
131,2012-05-11,134.4314,135.8836,134.4247,135.2449,2391500.0,2919.350098,2960.379883,2918.73999,2933.820068,2933.820068,1735380000.0,1353.39,--,1358.11,1365.66,1348.89,2.12,16207.13,1.84
132,2012-05-12,,,,,,,,,,,,,,,,,,16207.13,
133,2012-05-13,,,,,,,,,,,,,,,,,,16207.13,
134,2012-05-14,134.4045,134.9357,133.4902,134.0818,3029200.0,2907.780029,2924.889893,2898.899902,2902.580078,2902.580078,1683460000.0,1338.35,--,1351.93,1351.93,1336.61,2.11,16207.13,1.78
135,2012-05-15,134.0818,135.4452,133.6247,133.8129,2987400.0,2902.300049,2930.679932,2889.389893,2893.76001,2893.76001,1826210000.0,1330.66,--,1338.36,1344.94,1328.41,2.12,16207.13,1.76
136,2012-05-16,134.0684,135.3659,133.2348,134.2768,5001000.0,2904.669922,2913.899902,2872.25,2874.040039,2874.040039,1933900000.0,1324.8,--,1330.78,1341.78,1324.79,2.09,16207.13,1.76
137,2012-05-17,134.2365,134.9894,132.8717,133.0398,5626300.0,2874.709961,2879.219971,2813.689941,2813.689941,2813.689941,2016980000.0,1304.86,--,1324.82,1326.36,1304.86,2.05,16207.13,1.70
138,2012-05-18,133.6381,133.6381,131.2044,131.6885,5737100.0,2814.429932,2827.280029,2774.449951,2778.790039,2778.790039,2692450000.0,1295.22,--,1305.05,1312.24,1291.98,2.10,16207.13,1.71
139,2012-05-19,,,,,,,,,,,,,,,,,,16207.13,
140,2012-05-20,,,,,,,,,,,,,,,,,,16207.13,
141,2012-05-21,131.7557,133.0667,130.8481,132.9524,3831700.0,2782.550049,2848.830078,2774.76001,2847.209961,2847.209961,1870420000.0,1315.99,--,1295.73,1316.39,1295.73,2.16,16207.13,1.75
142,2012-05-22,133.1406,133.2885,131.8095,132.3204,3567100.0,2853.870117,2867.340088,2823.219971,2839.080078,2839.080078,1861850000.0,1316.63,--,1316.09,1328.49,1310.04,2.17,16207.13,1.79
143,2012-05-23,131.4532,132.0986,129.8867,131.8498,4100000.0,2832.169922,2855.350098,2795.5,2850.120117,2850.120117,1929640000.0,1318.86,--,1316.02,1320.71,1296.53,2.14,16207.13,1.73
144,2012-05-24,131.7624,131.9574,130.4246,131.8297,3569300.0,2856.550049,2858.23999,2817.620117,2839.379883,2839.379883,1750290000.0,1320.68,--,1318.72,1324.14,1310.5,2.14,16207.13,1.77
145,2012-05-25,131.1708,131.7692,130.4246,130.6263,2901900.0,2839.73999,2846.310059,2829.76001,2837.530029,2837.530029,1282680000.0,1317.82,--,1320.81,1324.2,1314.23,2.13,16207.13,1.75
146,2012-05-26,,,,,,,,,,,,,,,,,,16207.13,
147,2012-05-27,,,,,,,,,,,,,,,,,,16207.13,
148,2012-05-28,,,,,,,,,,,,1317.82,--,0.0,0.0,0.0,.,16207.13,.
149,2012-05-29,131.2448,133.1675,131.2448,132.0784,3618500.0,2853.27002,2882.830078,2846.679932,2870.98999,2870.98999,221430000.0,1332.42,--,1318.9,1334.93,1318.9,2.11,16207.13,1.74
150,2012-05-30,130.9624,131.4129,130.27,130.7809,3602500.0,2847.27002,2847.27002,2825.639893,2837.360107,2837.360107,1671040000.0,1313.32,--,1331.25,1331.25,1310.76,2.08,16207.13,1.63
151,2012-05-31,130.4918,131.0498,129.08,129.6851,9287500.0,2837.370117,2842.429932,2801.959961,2827.340088,2827.340088,2180130000.0,1310.33,--,1313.09,1319.74,1298.9,2.09,16207.13,1.59
152,2012-06-01,127.8161,128.8918,126.7942,127.1169,5206400.0,2810.129883,2810.129883,2747.23999,2747.47998,2747.47998,1966370000.0,1278.04,--,1309.87,1309.87,1277.25,2.06,16207.13,1.47
153,2012-06-02,,,,,,,,,,,,,,,,,,16207.13,
154,2012-06-03,,,,,,,,,,,,,,,,,,16207.13,
155,2012-06-04,126.6194,127.3186,125.7185,126.7539,4624500.0,2747.610107,2769.929932,2726.679932,2760.01001,2760.01001,1755750000.0,1278.18,--,1278.29,1282.55,1266.74,2.09,16207.13,1.53
156,2012-06-05,126.337,127.6346,126.095,127.1976,3556500.0,2749.350098,2781.969971,2749.340088,2778.110107,2778.110107,1625600000.0,1285.5,--,1277.82,1287.62,1274.16,2.13,16207.13,1.57
157,2012-06-06,128.2598,130.4246,127.7489,130.4179,3641300.0,2796.22998,2844.719971,2796.22998,2844.719971,2844.719971,1761050000.0,1315.13,--,1285.61,1315.13,1285.61,2.16,16207.13,1.66
158,2012-06-07,131.2851,131.6548,130.3842,130.7204,3701100.0,2872.050049,2873.590088,2827.820068,2831.02002,2831.02002,1655370000.0,1314.99,--,1316.15,1329.05,1312.68,2.15,16207.13,1.66
159,2012-06-08,130.2296,131.191,129.5506,131.191,2479200.0,2823.820068,2860.939941,2814.800049,2858.419922,2858.419922,1390260000.0,1325.66,--,1314.99,1325.81,1307.77,2.15,16207.13,1.65
160,2012-06-09,,,,,,,,,,,,,,,,,,16207.13,
161,2012-06-10,,,,,,,,,,,,,,,,,,16207.13,
162,2012-06-11,132.1725,132.2398,129.3287,129.4229,3273300.0,2882.48999,2882.959961,2806.899902,2809.72998,2809.72998,1480220000.0,1308.93,--,1325.72,1335.52,1307.73,2.13,16207.13,1.60
163,2012-06-12,129.1741,130.875,129.1741,130.7943,3023700.0,2815.840088,2843.669922,2802.379883,2843.070068,2843.070068,1594310000.0,1324.18,--,1309.4,1324.31,1306.62,2.15,16207.13,1.67
